id,message,created_time,updated_time,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
247,Have you developed your first ML model and want to know how to deploy it into production without having to break your pocket? Check out these ML deployment cloud platforms and save some money! 😁👀🚀 Learn more👉https://bit.ly/2WuiHTv,7/29/2021 9:00,7/29/2021 9:00,0,2,2,0,0,0,0,0,2
248,"Our friends over at #DeepMind have made an amazing breakthrough in the world of science using artificial intelligence to create an accurate picture of the human proteome! 🚀 - ""The most significant contribution AI has made to advancing scientific knowledge to date"". 😁✨ Read more👉https://bit.ly/2WkeQbn",7/28/2021 16:00,7/28/2021 16:00,0,4,4,0,0,0,0,0,4
249,"Join Ekow Duker along side data scientist, Sneh Sen and Shanna Lee, Director of global volunteers at DataKind for a super awesome panel discussion, tomorrow, 2pm, BST 😁🚀 Register now👉https://bit.ly/3ydUfUc",7/28/2021 15:20,7/28/2021 15:20,0,0,0,0,0,0,0,0,0
250,Happy Hump Day 🐪😁 Join the Zindiverse today and combat mid-week madness by solving a real-world problem! #KeepLearning #KeepWinning #BuildingAITogether,7/28/2021 9:00,7/28/2021 9:00,0,2,2,0,0,0,0,0,2
251,Malawi 2063 research plans are officially in full swing and we are so excited about it! Read more on how universities all over Malawi join hands to create biodiversity 😊🚀🌍 #BuildingAITogether Read more👉https://bit.ly/3eYk4Qz,7/27/2021 16:00,7/27/2021 16:00,0,4,4,0,0,0,0,0,4
252,20 days before the Economic Well-Being prediction Challenge closes! Are you on the leaderboard? Start your week on a good note by practicing and building your skills! 😊🦾  Make a submission👉https://bit.ly/3e7KM8b,7/27/2021 9:00,7/27/2021 9:00,0,2,2,0,0,0,0,0,2
253,"Are you looking for a job in the field of data science right now, but unsure if your resume is presenting you as skillful as you are? 👀 Well, here is a great blog on how you can improve your chances of getting your dream job! 😁🚀 Learn more👉https://bit.ly/3kVWyaM",7/26/2021 16:00,7/26/2021 16:00,0,4,4,0,0,0,0,0,4
254,"UPDATED JOB LISTINGS | Benshi.ai is looking for full-time Senior Data Scientists and Data Engineers to join their team! If you are motivated to use your expertise to improve the world, click the links below for more details! Candidates with less experience will also be considered. Apply now | Senior Data Scientist👉https://bit.ly/3yBP8gz Apply now | Data Engineer👉https://bit.ly/2TUQlkn",7/23/2021 16:00,7/23/2021 16:00,0,9,9,0,0,0,0,0,9
255,"#IndabaXMalawi kicks off today with the Financial Inclusion Challenge! 🥳✨ Tune in and watch Zindian, Sam Masekini introduce the hack and prizes! Winners will receive vouchers for the Nvidia Deep Learning Institute! 😁🚀 #KeepLearning #KeepWinning #BuildingAITogether Enrol now👉https://bit.ly/2W3ozCQ",7/23/2021 11:51,9/23/2021 17:09,1,8,8,0,0,0,0,0,8
256,"Are you about to start your journey as an AI business owner? 👀 Well one of our awesome co-founders, Ekow Duker, delivers some tips on how to make sure you succeed in the exciting and innovative realm of AI and machine learning 😁🚀 Learn more👉https://bit.ly/2V79dg3",7/22/2021 16:00,7/22/2021 16:00,0,7,7,0,0,0,0,0,7
257,Happy Thursday! 😊 Just a friendly reminder 👀 #KeepLearning #KeepWinning #BuildingAITogether,7/22/2021 10:36,7/22/2021 10:36,0,2,1,1,0,0,0,0,1
258,"ICML 2021 Workshop - Tackling Climate Change with Machine Learning is here and now is your opportunity to register! Get access to an exciting array of keynote talks, panel discussions, spotlight talks and poster presentations! 😁🙌🚀 More details👉https://bit.ly/2UYV7xl",7/21/2021 16:00,7/21/2021 16:00,0,1,1,0,0,0,0,0,1
259,"Python 3.10 is due for its final release and here are all of its new features; including structural pattern matching, parenthesized context managers, and new and improved error messages! 😁🙌 Data scientist, James Briggs tests out these features and gives you a video tutorial 😊 Check it out👉https://bit.ly/3hRe9P9",7/21/2021 9:00,7/21/2021 9:00,0,8,8,0,0,0,0,0,8
260,"“We created Zindi because we were seeing organizations having more data than they ever had before,” says Celina Lee, cofounder and CEO of the Africa-focused platform. “They recognize the value in this data but don’t always have access to the skills and solutions, such as machine learning and artificial intelligence, to solve their problems.” 🚀🔥 #BuildingAITogether Read more👉https://bit.ly/3wRe7eC",7/20/2021 16:00,7/22/2021 6:04,2,25,22,3,0,0,0,0,22
262,Don't forget! The AFD Solutions for Gender-based Violence Challenge is still running and you have just over a month to make your impact! 🖤 Make a submission👉https://bit.ly/3iozdLV,7/20/2021 9:00,7/20/2021 9:00,0,5,5,0,0,0,0,0,5
263,"There is a lot of progress being made on the AI front at the moment. 👀 If you'd like to try out some of these mind-blowing techniques for yourself, check out this handy tutorial! 😁🙌Thanks to Zindi community member Johno Whitaker for showing us this! 🔥 johnowhitaker hic et nunc👉https://bit.ly/36J1NCv Tutorial👉https://bit.ly/36PQvMw",7/19/2021 16:00,7/19/2021 16:00,0,2,2,0,0,0,0,0,2
264,We all know that the rate of AI and machine learning development is increasing even more everyday! Blow your mind and check out these 5 uses of AI! 🚀👀 Read more👉https://bit.ly/36ImoXm,7/18/2021 9:00,7/18/2021 9:00,0,5,5,0,0,0,0,0,5
265,Explore the ocean from a turtle's point of view 🐢 Video Credit: Seeker    Saturday is the perfect day to stretch those coding muscles and solve a real world challenge. Participate in Local Ocean Conservation  - Sea Turtle Face Detection Challenge to build your skills and warm up for #ZindiWeekendz!  Join now👉https://bit.ly/3840sbk,7/17/2021 9:00,7/17/2021 9:00,0,4,4,0,0,0,0,0,4
266,#KeepLearning #KeepWinning #BuildingAITogether,7/16/2021 16:01,7/16/2021 16:01,0,12,6,6,0,0,0,0,6
267,Happy Friday! Python isn't just for machine learning. 👀 Here are some fun projects to do to get your weekend going! Try them out and let us know how they went! #BuildingAITogether Learn more👉https://bit.ly/3hCzHPj,7/16/2021 9:00,7/16/2021 9:00,0,8,7,1,0,0,0,0,7
268,Meet the winners of the GIZ Agriculture Keyword Spotter Challenge! 😁🚀 We chat to them about their insights from the challenge and how they got their winning solutions! #KeepLearning #KeepWinning #BuildingAITogether   Learn more👉https://bit.ly/3yRz0aE,7/15/2021 16:00,7/15/2021 16:00,0,6,6,0,0,0,0,0,6
269,"Today is #WorldYouthSkillsDay2021, and in these times of crisis, we pay tribute to the resilience and creativity of our youth! 🌍🙌 Join the global conversation on Reimagining Youth Skills Post-Pandemic, today, 11am EDT! Follow the link and register for free. 🌞 #KeepLearning #KeepWinning #buildingaitogether  Register👉https://bit.ly/2Ue2GA6",7/15/2021 9:00,7/15/2021 9:00,0,5,4,1,0,0,0,0,4
270,Only 17 days to go before the Deepfake Africa Challenge closes! Have you made a submission yet? 👀 Highlighting the power of these tools in Africa has never been more important! 🦾 Make a submission👉https://bit.ly/2PY88Ff,7/14/2021 16:00,7/14/2021 16:00,0,8,8,0,0,0,0,0,8
271,"NEW JOB LISTING! ""R"" you a #DataNinja? See what we did there 👀😉 A manager of an environment monitoring project is looking for a ""R Shiny"" Specialist who can put an R model into production. For more details on the position, follow the link 😁 Apply now👉https://bit.ly/3AVMDrf",7/14/2021 9:00,7/14/2021 9:00,0,9,9,0,0,0,0,0,9
272,"Happy #EmbraceYourGeeknessDay! 😁🤓 Many would consider the term ""Geek"" to be an insult, but in the #Zindiverse, it refers to someone with a high level of competence. So today, we call on all #Geeks to embrace their intelligence, their uniqueness, their ingenuity, and their vision! Embrace your #AlphaGeek, and lets keep #BuildingAITogether. 🌍😎",7/13/2021 16:00,7/13/2021 16:00,0,2,2,0,0,0,0,0,2
273,Climate change awareness is the next step - and the insights into how we can make a positive environmental impact can be found in sustainability data! DataconomyMedia paints an important picture on what we need to focus on as a global community. 🌍💚 Learn more👉https://bit.ly/3hAk8I2,7/13/2021 9:00,7/13/2021 9:00,0,4,4,0,0,0,0,0,4
274,"Since 2014, Malala Yousafzai has been advocating for the education of all women and young girls' all over the world - she is the youngest individual to receive a Nobel Peace Prize, for using her powerful voice to help positively change the world. Today is Malala's birthday and we commemorate her by continuing her mission in Africa. 🖤 If you would like to learn more on how you can support Malala, follow this link 👉https://malala.org/",7/12/2021 16:00,7/12/2021 16:00,0,0,0,0,0,0,0,0,0
275,Join the Zindi Movement 🌍🚀 #KeepLearning #KeepWinning #BuildingAITogether,7/11/2021 9:00,7/11/2021 9:23,1,21,15,6,0,0,0,0,15
276,This month Zindi is all about #FoodSecurity! 💚🌍🚀 Have you enrolled in a #ZindiChallenge yet? We have 3 new challenges up and ready to be tackled by you! Help us fulfill the #sustainabledevelopmentgoals! #BuildingAITogether Read more on the role that sustainable technologies play in achieving the #SDGs👉https://bit.ly/3r0pOyk Enrol in a challenge👉https://zindi.africa/competitions,7/10/2021 9:00,7/10/2021 9:00,0,5,4,1,0,0,0,0,4
277,"NEW JOB LISTINGS | Benshi.ai is looking for full-time Senior Data Scientists and Data Engineers to join their team! If you are motivated to use your expertise to improve the world, click the links below for more details! Apply now | Senior Data Scientist👉https://bit.ly/3yBP8gz Apply now | Data Engineer👉https://bit.ly/2TUQlkn",7/9/2021 16:00,7/9/2021 16:00,0,7,7,0,0,0,0,0,7
278,"NEW CHALLENGE ALERT! The Makerere University Passion Fruit Disease Detection Challenge has just launched, so get your thinking caps on! Help Ugandan farmers combat crop disease with state-of-the-art machine learning techniques! 💚🌍 Enrol now👉https://bit.ly/3AHREUk",7/9/2021 9:00,7/9/2021 9:00,0,10,9,1,0,0,0,0,9
279,Eniola Olaleye has participated in just about every competition on Zindi and we are so thrilled to have a #winner like him on our platform! Read more on how he built his skills and now puts them to use through his work at Benshi.ai 😁🚀 #BuildingAITogether Learn more👉https://bit.ly/36AZzoN,7/8/2021 16:00,7/8/2021 16:00,0,8,8,0,0,0,0,0,8
280,Our friends over at Makerere University and AirQo are doing the most in Uganda! Read all about how they are contributing to the #sustainabledevelopmentgoals2030 by combating air pollution with AI! 😁🤩 Check it out👉https://bit.ly/3hqIUui,7/8/2021 10:20,7/8/2021 10:23,0,4,4,0,0,0,0,0,4
281,The plastic in our oceans is a well known problem and we potentially have another solution to  this crisis! NASA - National Aeronautics and Space Administration satellites have found a way to locate microplastics. Learn more👉https://wapo.st/3hgYKaz,7/7/2021 16:00,7/7/2021 16:00,0,3,3,0,0,0,0,0,3
282,It is possible to predict natural disasters through other method's but a company by the name of Aiir has made it possible to detect wildfires by integrating real time video and AI! They expect 45 billion deployed into society by next year. What do you think? 🧐 Check it out👉 https://bit.ly/3y13TJm,7/7/2021 9:00,7/7/2021 9:00,0,6,6,0,0,0,0,0,6
283,"AI has helped with nearly every aspect of #COVID19, and now AI ecosystem builder, Skymind has taken it to the next level and figured out a way to safely deliver vaccines using AI, and it's amazing! 😁🙌 Read more👉https://bit.ly/2UnfCUj",7/6/2021 16:01,7/6/2021 16:01,0,2,2,0,0,0,0,0,2
284,"Do you remember the open-source single player rogue-like game, NetHack? Facebook AI Research is pushing Reinforcement Learning to new levels and has now turned their attention to the popular game, launching the NetHack Challenge at NeurIPS 2021! 😎🚀 Read more👉https://bit.ly/3wnpDho",7/6/2021 9:00,7/6/2021 9:00,0,3,3,0,0,0,0,0,3
285,"#ZindiWeekendz just finished and we are still fired up and rearing to go! If you missed out on last weekends hackathon, you can still make an impact by joining the Radiant Earth Foundation  #SpotTheCrop Challenges which will be open for the next 2 months! 😁🤩  #EOChat #ML4EONews #BuildingAITogether #GlobalGoals #SDG2030 Spot the Crop👉https://bit.ly/36bpUJG Spot the Crop XL👉https://bit.ly/3dKiXn4",7/5/2021 16:00,7/5/2021 16:00,0,7,7,0,0,0,0,0,7
286,,7/5/2021 11:59,7/5/2021 11:59,0,2,2,0,0,0,0,0,2
288,Here is an informative article for all our Zindians who are currently participating in the Radiant Earth Foundation #SpotTheCrop Challenge by #ZindiWeekendz 💚 Learn more about what causes food insecurity in South Africa and how you can continue making a positive impact! 🌾🌍  Learn more👉https://bit.ly/2TtP0Rh,7/3/2021 16:00,7/3/2021 16:00,0,3,3,0,0,0,0,0,3
289,We are now LIVE! Hamed Alemohammad is introducing the challenge and taking us through a tutorial. TUNE IN! 🤩 👉https://youtu.be/jYLxV9Do0tc,7/2/2021 14:17,7/2/2021 14:17,0,0,0,0,0,0,0,0,0
290,"It is #FirstFriday and #ZindiWeekendz is blooming! 😁🏵 Join Zindi and partners,  Radiant Earth Foundation, GIZ,German International Cooperation,  Descartes Labs, and Computer Vision for Global Challenges for the live launch of #SpotTheCrop, today 12.00 GMT, with Hamed Alemo, executive director and chief data scientist of Radiant Earth, who will be introducing the challenge and discussing the data!! 😁💚🌾 Enrol now👉https://bit.ly/3qzoW3c TUNE IN👉https://youtu.be/jYLxV9Do0tc",7/2/2021 10:56,7/2/2021 10:56,0,1,1,0,0,0,0,0,1
291,Think about data like it is the new oil! It has to be processed and cleaned before it can be used. This tutorial shows you how to do just that through feature selection and engineering for machine learning 😁😎 Learn more👉https://bit.ly/3qM2aVZ,7/1/2021 20:00,7/1/2021 20:00,0,1,1,0,0,0,0,0,1
292,"Even before the pandemic, the number of people in the world going hungry was on the rise. An estimated 25.9% of the world population – about 2 billion people – were affected by moderate or severe food insecurity in 2019! Small gestures can have a big impact. Create where it matters. 💚🌾 Join us and our partners, Radiant Earth Foundation, GIZ,German International Cooperation,  Descartes Labs, and Computer Vision for Global Challenges, this #FirstFriday for #ZindiWeekendz and create impact where it matters!  Learn more about #SDG2👉https://sdgs.un.org/goals/goal2 Enrol now👉https://bit.ly/3qzoW3c YouTube Live👉https://youtu.be/jYLxV9Do0tc",7/1/2021 16:00,7/1/2021 23:03,1,3,2,1,0,0,0,0,2
293,"You can now view the competitions page and enrol in the Radiant Earth Spot the Crop Hackathon by #ZindiWeekendz! Also make sure to hit subscribe on YouTube and catch us live on #FirstFriday, 2 July, 12:00 GMT 😁💚🌾 Another shout out goes to our partners; Radiant Earth Foundation , GIZ,German International Cooperation,  Descartes Labs, and Computer Vision for Global Challenges for the amazing work they've done to make this #impact series possible! 🤩 #EOChat #ML4EONews #DataChallenge #DataCompetition #crowdsourcing #BuildingAITogether #GlobalGoals #SDG2030 Enrol now👉https://bit.ly/3qzoW3c YouTube Live👉https://youtu.be/jYLxV9Do0tc",6/30/2021 16:00,6/30/2021 16:00,0,3,3,0,0,0,0,0,3
294,"For those of you who guessed #ZeroHunger, you were right! 😁💚 This weekend we partner with Radiant Earth Foundation, GIZ,German International Cooperation,  Descartes Labs, and Computer Vision for Global Challenges to bring you this amazing opportunity to make an impact by contributing to the improvement South African food security! A link to the hackathon coming soon! #EOChat #ML4EONews #DataChallenge #DataCompetition #crowdsourcing #BuildingAITogether #GlobalGoals #SDG2030",6/29/2021 20:00,6/29/2021 20:00,0,4,4,0,0,0,0,0,4
295,"Community, inclusivity and diversity are a part of our core values here at Zindi, and we strive to continue creating a safe environment for life-long learning and relationships throughout the #Zindiverse 💙🌍 😁 #KeepLearning #KeepWinning #BuildingAITogether",6/29/2021 16:00,6/29/2021 16:00,0,0,0,0,0,0,0,0,0
296,"And here is your first clue for the next #ZindiWeekendz! 😁 Can you guess which #SustainableDevelopmentGoal we will be targeting this #FirstFriday? 🌞 Let us know in the comments below! And if you would like another clue, check out this super cool video by UN Environment Programme  👉https://fb.watch/6pK3m6yaZ0/",6/28/2021 20:00,6/28/2021 20:00,0,3,3,0,0,0,0,0,3
297,Get your week going with this new and exciting competition! 😁😎 Leverage the power of machine learning to build a model that can predict more accurate cryptocurrency prices 🚀 Enrol now👉https://bit.ly/3A8T49U,6/28/2021 16:00,6/28/2021 16:00,0,4,4,0,0,0,0,0,4
298,This is an amazing opportunity to learn from Data Science experts and the event will be followed by a hackathon! Don't miss out! 😁🚀🌍,6/28/2021 14:34,6/29/2021 23:33,0,3,3,0,0,0,0,0,3
299,Improvise. Adapt. Overcome. 🌍🚀 #KeepLearning #KeepWinning #BuildingAITogether,6/25/2021 20:00,6/25/2021 20:00,0,6,5,1,0,0,0,0,5
300,"Take an inside look into what goes on behind the scenes of a Zindi competition! 😁🐦This blog was written by our beloved #DataNinja, Jonathan Whitaker, who diligently worked on  Fowl Escapades: Southern African Bird Call Audio Identification Challenge! 🤩 Learn more👉https://bit.ly/2SSQHYl",6/24/2021 16:00,6/24/2021 16:00,0,5,5,0,0,0,0,0,5
301,"Do you have a digital pet? A #Tamagotchi if you will? In 2021, they come in unlimited shapes and forms, yet the concept stays the same. So why do we love them so much? 😂 🐟 Read more👉https://bit.ly/3h0cKEb",6/23/2021 16:00,6/23/2021 16:00,0,1,1,0,0,0,0,0,1
302,"""If AI enables computers to think, computer vision enables them to see, observe and understand."" — IBM    Here are the 5 computer vision #trends for 2021 😁👀 Find out how they work and where to spot them!  Check it out👉https://bit.ly/3gSVf90",6/22/2021 16:00,6/22/2021 16:00,0,3,3,0,0,0,0,0,3
303,"Ever wondered how AI can assist us in solving major world issues? The United Nations has recently utilised AI for helping in peacekeeping missions, as well as, understanding and tracking where major conflicts could potentially arise.  Learn more👉https://wapo.st/2SJU1F8",6/21/2021 20:00,6/21/2021 20:00,0,4,4,0,0,0,0,0,4
304,"The AutoInland Vehicle Insurance Claim Challenge closes in 6 days! 👀 Have you made a submission yet? Stand a chance to win $1,000 USD while also helping to streamline financial planning at AutoInland 😁 Make a submission👉https://bit.ly/3fU28I7",6/21/2021 16:00,6/21/2021 16:00,0,2,2,0,0,0,0,0,2
305,Have you ever wondered what would happen if you trained an AI to write for you? Check out yet another amazing feat by GPT-3 😁🚀 Read more👉https://bit.ly/3gF35UC,6/19/2021 16:00,6/19/2021 16:00,0,3,3,0,0,0,0,0,3
306,"Researchers combined the power of ICESat-2 measurements with images from Copernicus Sentinel-2 sounding the sea floor with light, effectively mapping the shallows down a depth of 26m around Biscayne Bay in Florida, the Gulf of Chania in Crete, and the island of Bermuda. 🌊 💙 Check it out👉https://bit.ly/2SwdXeA",6/16/2021 16:00,6/16/2021 16:00,0,0,0,0,0,0,0,0,0
307,"If you haven't seen this already, now is your chance! Google Earth  released a breathtaking time-lapse of our blue planet using satellite imagery to show how our civilization has grown over the last 30 years 🌍 Read more👉https://bit.ly/3wtsfLt",6/15/2021 16:00,6/15/2021 16:00,0,0,0,0,0,0,0,0,0
308,"Join Zindi CEO & Co-Founder, Celina Lee, 22 June at 10:45am WAT, for a panel session on “Artificial Intelligence - Shaping Africa’s future with AI” at this years' Digital Africa Conference and Exhibition 😁🚀 Register today👉https://bdbd.floor.bz/ More on Digital Africa 👉https://bit.ly/3pVbuX0",6/15/2021 13:42,6/15/2021 13:42,0,7,7,0,0,0,0,0,7
309,,6/15/2021 13:25,6/15/2021 13:25,0,0,0,0,0,0,0,0,0
310,,6/15/2021 13:03,6/15/2021 13:03,0,4,3,1,0,0,0,0,3
311,#KeepLearning #KeepWinning #BuildingAITogether,6/14/2021 20:00,6/14/2021 20:00,0,2,0,2,0,0,0,0,0
312,"Get your week going with a submission to the Correct Field Detection Challenge by Lacuna! 🌾🌍 By participating, you will be helping agronomists and policymakers better understand the African agricultural landscape! 💚🌞 #BuildingAITogether Make a submission today👉https://bit.ly/31MWcs5",6/14/2021 16:00,6/14/2021 16:00,0,1,0,1,0,0,0,0,0
314,Change is on the horizon and inclusivity and diversity is the goal. Here are four changes that women want to see in the tech industry 🖤✊ Read more👉https://bit.ly/3cBNPWk,6/12/2021 16:00,6/12/2021 16:00,0,0,0,0,0,0,0,0,0
315,"Inclusivity is one of Zindi's core values, and we try to show that in everything we do - from making sure data scientists across Africa have equal opportunities to thrive, to running women-only hackathons and mentorship programmes. ✊🖤 #pridemonth #loveislove 🌈  Inclusivity is especially important in building good machine learning models. Have you considered how to avoid excluding underrepresented people and groups in your datasets and models?   Read more👉https://bit.ly/3zi1NX9",6/11/2021 16:00,6/11/2021 16:00,0,1,1,0,0,0,0,0,1
316,"We are so thrilled to have such an amazing and dedicated individual on our board of #Ambassadors! 😁 Learn about her journey with us, and how she is #BuildingAITogether with Zindi in Sudan! 🖤🌍  “I learned to love data science during my Masters degree, because it was quite challenging and different.” - Reem Elmahdi, Zindi Ambassador & Data Scientist Read more👉https://bit.ly/3vcf2W7",6/10/2021 16:00,6/10/2021 16:00,0,15,14,1,0,0,0,0,14
317,"If you missed the first installment of #ZindiWeekendz, and still want to do your part in contributing to #SDG7, you can still enter this challenge and #win! 😁🤩 Enrol now👉https://bit.ly/3x7xb8I",6/8/2021 20:00,6/8/2021 20:00,0,6,6,0,0,0,0,0,6
318,Today is #WorldOceansDay and we have #SDG14 on our minds! Help Local Ocean Conservation identify sea turtles in Kenya using computer vision! The challenge is also a precursor to more advanced competition coming to your desks this year!  #WorldOceanDay #Protect30x30 #OceanClimateAction Make an impact👉https://bit.ly/3840sbk Sign & Donate👉http://bit.ly/30x30WOD,6/8/2021 15:54,6/8/2021 15:54,0,1,1,0,0,0,0,0,1
319,Together we can be #GenerationRestoration 🌍🌿 Happy World Environment Day 💚 Visit www.worldenvironmentday.global/ for live updates from the UN Environment Programme and find out how you can contribute to the cause!,6/7/2021 20:01,6/7/2021 20:01,0,4,4,0,0,0,0,0,4
320,Some kind and memorable words from one of our amazing #ZindiAmbassadors 🤩❤️ #KeepLearning #KeepWinning #BuildingAITogether,6/7/2021 16:18,6/7/2021 16:18,0,1,1,0,0,0,0,0,1
321,"Today is the day! The sun is shining, and #ZindiWeekendz kicks off at 12.00 GMT, live on YouTube! 🚀 Join Moad El Fatouhi, VP at African Frontier Capital, for a live session, and inhouse Zindi Software Engineer, Cédric Manouan, who will be taking you through a starter notebook! 😁 Help SFC PAYGo deliver affordable and clean energy services and customer support to people all over Africa, and contribute to fulfilling #SDG7. 🤩🌞 Once this hackathon is finished, join the follow-up competition! #BuildingAITogether  Enrol now👉https://bit.ly/3phSIJ4 Live Stream👉https://youtu.be/1X2RJfzf7-0 Learn more about #GlobalGoal7👉https://bit.ly/2TtU4oj",6/4/2021 11:00,6/4/2021 11:00,0,2,2,0,0,0,0,0,2
322,"We hope you #savedthedate because #ZindiWeekendz launches tomorrow, 12.00 GMT, with its first hackathon challenge being on SFC PAYGo Solar Credit Repayment! Help SFC PAYGo deliver affordable and clean energy services and customer support to people all over Africa, and contribute to fulfilling #SDG7. 🤩🌞 Once this hackathon is finished, join the follow-up competition! #BuildingAITogether  Enrol now👉https://bit.ly/3phSIJ4 Live Stream👉https://youtu.be/1X2RJfzf7-0 Learn more about #GlobalGoal7👉https://bit.ly/2TtU4oj",6/3/2021 20:00,6/3/2021 20:00,0,5,5,0,0,0,0,0,5
323,How are you doing in the Lacuna Correct Field Detection Challenge? Need some help? Our friends at Visual and AI Solutions (VAIS) have given you a tool to use for this challenge! 😁 🤩 Learn more👉https://bit.ly/3wYlNMz,6/3/2021 16:00,6/3/2021 16:00,0,0,0,0,0,0,0,0,0
324,"#SAVETHEDATE! Your first #ZindiWeekendz 2021 challenge will be on #SDG7, affordable and clean energy! 🌍🌞 A big thank you goes to African Frontier Capital for their support. 😁🔥 Join our live launch of #ZindiWeekendz on YouTube on Friday at 12.00 GMT! Live Stream👉https://youtu.be/1X2RJfzf7-0 Learn more about the #GlobalGoals👉https://bit.ly/3wKs0LV",6/2/2021 20:00,6/2/2021 20:00,0,9,7,2,0,0,0,0,7
325,"This Wednesday, we send a shout out to our amazing mentor, Grace Omojola! She is Data Scientist and an aspiring Software Engineer, as well as, the community lead for various communities including #WomeninDataScience ife (WIDSIFE), and AI+ Obafemi Awolowo University. She is passionate about building tech communities, the infusion of AI in edtech solutions and advocating for female inclusion not only in tech but in engineering! Thank you for being apart of our team and sharing your knowledge!! 🤩😁",6/2/2021 16:00,6/2/2021 16:00,0,5,5,0,0,0,0,0,5
326,"Here is another clue! Can you guess the theme of #ZindiWeekendz this year? 😉 The first installment comes to you on every #FirstFriday of the month, starting this weekend! More info to follow! 😁 Have a look👉https://bit.ly/3wKs0LV",6/1/2021 20:00,6/2/2021 15:19,2,13,11,2,0,0,0,0,11
327,"We are so grateful to have made such an amazing connection with AirQo. This is what partnership is all about. AirQo is Africa's leading air quality monitoring, research and analytics network. #BuildingAITogether #GlobalGoals",6/1/2021 16:00,6/1/2021 16:00,0,3,3,0,0,0,0,0,3
328,The AFD - Agence Française de Développement Data Insights Challenge is here and ready for you to help fight against GBV in Africa! 🖤 Enrol now👉https://bit.ly/3pdZYpC,5/31/2021 20:00,5/31/2021 20:00,0,1,1,0,0,0,0,0,1
329,Stumped on how to continue building your data science portfolio? Well here are some data science project ideas for that will help you create more value 😁 Learn more👉https://bit.ly/3c6aqtK,5/31/2021 16:00,5/31/2021 16:00,0,4,4,0,0,0,0,0,4
330,"Have you heard of ""deepfake geography"" or ""location-spoofing""? Well it is fast becoming a problem. Learn more on why AI is being used falsify satellite images.  Read more👉https://bit.ly/3uwcZfd",5/28/2021 16:00,5/31/2021 8:58,1,1,1,0,0,0,0,0,1
331,"Catch up with Zindi superstars Azer Ksouri, Darius Moruri  and Nikhil Mishra as they tell us a bit more about how they created the model that won 1st place in the CGIAR Crop Yield Prediction Challenge! 😁 Well done guys!  Read more👉https://bit.ly/3unHOT7",5/27/2021 20:00,5/27/2021 20:00,0,3,3,0,0,0,0,0,3
332,We are still thinking about our collaboration with South African National Space Agency (SANSA) and Amazon Web Services to develop a model that identifies informal settlements 😊 Read all about it on Space in Africa 😁 Read more👉https://bit.ly/3bVrAKC,5/27/2021 16:00,5/27/2021 16:00,0,1,1,0,0,0,0,0,1
333,"How are you doing in the AirQo Low-Cost Quality Monitor Calibration Challenge? Stand a chance to win $1,000USD! 😁 Make a submission👉https://bit.ly/3fl2xCI",5/26/2021 20:00,5/26/2021 20:00,0,5,5,0,0,0,0,0,5
334,"This week, the spotlight is on our very awesome mentor, Bunmi Akinremi! She is a data scientist and Android developer, who is passionate about helping ladies start a career in tech! We are super excited to have you as part of our Women's Mentorship programme here at Zindi! 😁🤩 #BuildingAITogether #ZindiQueen",5/26/2021 16:00,5/26/2021 16:00,0,5,5,0,0,0,0,0,5
335,#KeepLearning #KeepWinning #BuildingAITogether,5/25/2021 20:00,5/25/2021 20:00,0,3,2,1,0,0,0,0,2
336,"Its official! Gameplay is now automated by machine learning instead of animation! 😁 Embark’s machine learning team is here to describe this effort in a bit more detail. Also, isn't it cute?!  Read more👉https://bit.ly/3hNUQ9X",5/25/2021 16:00,5/25/2021 16:00,0,1,1,0,0,0,0,0,1
337,Are you interested in sharing your data science knowledge online? Well here are some tips and tricks on how to successfully do so! Hint: Zindi welcomes your data science blogs on our platform so share your links with us! 😁🤩 Read more👉https://bit.ly/3ud4hCh,5/24/2021 16:00,5/24/2021 16:00,0,3,2,1,0,0,0,0,2
338,"Our friends at NVIDIA shared their ""I Am AI"" series at the recent #GTC2021 to show the world how many different ways this new and powerful form of computing is expanding horizons! Click the link and watch now! Check it out👉https://bit.ly/3ywl0ny",5/22/2021 16:00,5/22/2021 16:00,0,2,2,0,0,0,0,0,2
340,"Do you run or help organise an AI/data science/machine learning community? If so, we need your help. Zindi is building a community builder's toolkit to support people like you all across Africa. Please take a few minutes to answer this short survey to help us grow and support communities all over the continent👉https://bit.ly/3nBcXAP",5/21/2021 20:00,5/21/2021 20:00,0,2,2,0,0,0,0,0,2
341,Have you ever wondered when we would be able to touch holograms? Well the Microsoft Mixed Reality Studios has explored more immersive interactions and here is how they did it! 😁🔥 Read more👉https://bit.ly/34aKCIt,5/21/2021 16:00,5/21/2021 16:00,0,2,2,0,0,0,0,0,2
342,Join the Pre-Deep Learning Indaba X - Zamibia Machine Learning Hackathon which begins tomorrow! And then get ready for Deep Learning Indaba  X Zambia which takes place on 25 May!! 😁🥳   Scan the code or visit 👉 http://tinyurl.com/wjkcwzd2 for more information!,5/21/2021 12:11,5/21/2021 12:11,0,6,6,0,0,0,0,0,6
343,"#ZindiWeekendz is back by popular demand, and coming to you on 4 June 2021! Last year our theme was tackling #COVID19. Can you guess what our theme is this year? 😁🌍 Watch this space 😉",5/20/2021 20:00,5/20/2021 20:00,0,0,0,0,0,0,0,0,0
