id,message,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
461,Applications are still open! Your requests have been heard. We are extending the application deadline for next years Explore Data Science Academy to the  9th of September.   Follow the link below to sign up for our fully sponsored 1-Year Data Science Programme starting January 2019 and launch a lucrative career in the world’s sexiest job.  https://www.explore-datascience.net/,6,1278,1271,7,0,0,0,0,1271
462,Explore Data Science Academy students taking time out of their busy schedules for the next 2 days. Using their Data Science skillset to help address gender based violence and maternal health issues.  #2018PSIHack  Good luck!,5,60,56,4,0,0,0,0,56
463,"https://www.techworm.net/programming/5-best-programming-languages-for-data-science/  Python coming in as the number 1 programming language for Data Scientists! The use cases for Python are endless, which is why we give it a lot of attention at the Explore Data Science Academy.   Apply today for the Academy's 2019 intake. Applications are closing at the end of August.  https://www.explore-datascience.net/",0,19,16,3,0,0,0,0,16
464,https://medium.com/cutshort/why-data-science-jobs-are-in-high-demand-c1b5614d3083  Its a great time to be a Data Scientist. The demand is growing fast while conventional skills are getting obsolete fast.   The time is now! Apply today for our fully sponsored 1-Year Data Science Programme starting January 2019.  https://www.explore-datascience.net/,0,16,15,1,0,0,0,0,15
465,https://itweb.us3.list-manage.com/track/click?u=a68cc81b2184a28dfc800f5e6&id=81b2fe19ce&e=47192e5bec  Challenge accepted! We are happy to help make this a reality! South African Government - You in ?,1,25,22,1,0,2,0,0,22
466,Last chance to apply for a fully sponsored 1 year Data Science program! Don't miss out application close at the end of August.  Follow the link below to apply.  https://www.explore-datascience.net/,6,450,447,3,0,0,0,0,447
467,https://betanews.com/2017/11/28/10-surprising-ways-machine-learning-is-being-used/  Some seriously cool applications of machine learning! Using twitter to diagnose psychopathy is similar to a project done by students at the Explore Data Science Academy where  social media posts were used to predict a persons personality type.   Applications for next years intake are open. Apply today.   https://www.explore-datascience.net/,0,9,8,1,0,0,0,0,8
468,"https://www.forbes.com/sites/forbestechcouncil/2017/12/21/13-top-tech-skills-in-high-demand-for-2018/#23c1d7061e5c  Skills in high demand according to Forbes include Data Science, Applied Machine Learning, Experience with Artificial Intelligence and Cloud Computing. All of these skills are offered at the Explore Data Science Academy.   Apply for 2019 today!  https://www.explore-datascience.net/",0,22,20,2,0,0,0,0,20
470,"Last week, the interns held their own awards ceremony. What a great way to cap off the last 8 months of intensive learning!  They are now finished with the EDSA syllabus which covers data warehousing, visualisation, and machine learning. This all culminated in a gruelling two-part, 8-hour exam.  In the next phase, the interns will work in teams on projects for our corporate sponsor BCX. Some of these projects include a recommender engine to improve targeted marketing and a voice-activated office assistant.",3,55,50,5,0,0,0,0,50
471,For any of you gamers out there. Watch this video to learn how AI recently beat human intelligence at the game DOTA 2.  Be part of the future by joining us at the Explore Data Science Academy.  https://www.youtube.com/watch?v=DzzFSyzv1p0,0,7,7,0,0,0,0,0,7
472,Marks & Spencer 👌  https://www.ft.com/content/d9b3511c-90da-11e8-b639-7680cedcc421,0,18,17,1,0,0,0,0,17
473,"Our Cape Town campus is situated in the trendy Woodstock Exchange building in one of the city's most vibrant areas. Vertical bike racks, quirky artwork, and award-winning coffee are just some of the cool features of working in the building.  Come and join us in the Exchange next year, 100 places available at our Cape Town campus. If Jo'burg is more your thing, then we have 300 places available over there too!  Apply now @ www.explore-datascience.net/student",2,528,526,2,0,0,0,0,526
474,"If you are a budding data scientist looking to land your dream job, make sure you know the answers to these questions.  For those who are looking to begin their data science journey, come and join us at the Explore Data Science Academy. 300 places in Jo'burg up for grabs and an additional 100 at our Cape Town campus. Apply on our website now, you've got nothing to lose...  https://towardsdatascience.com/data-science-and-machine-learning-interview-questions-3f6207cf040b",0,31,31,0,0,0,0,0,31
475,Some of our students got interviewed at the 2018 AWS Summit in Cape Town.  Watch the video to hear first hand what they have got to say about their experience at EDSA!  https://youtu.be/nAE9KKFQkNk?t=108,3,71,71,0,0,0,0,0,71
476,"Andrew Ng has famously stated: ""Pretty much anything that a normal person can do in <1 sec, we can now automate with AI.""  While we are now able to build highly accurate predictive models for classifying images or filtering out email spam, there are still many problems out there waiting to be solved.  https://medium.com/@bakhtiyari/artificial-intelligence-failed-in-world-cup-2018-6af10602206a",0,13,13,0,0,0,0,0,13
477,If you can't beat them - join them!  Join the Explore Data Science Academy and begin your journey to becoming a master of Artificial Intelligence.  https://www.technologyreview.com/s/611536/a-team-of-ai-algorithms-just-crushed-expert-humans-in-a-complex-computer-game/,1,22,22,0,0,0,0,0,22
478,"""To be a successful Data Scientist for the future one needs to develop certain skills and abilities""  There was a recent article published about the growing demand for Data Scientists. They predict that by the end of this year, there will twice as many data science jobs listed (demand) vs the actual number of people who are capable of fulfilling these jobs (supply). Clearly a massive opportunity for you!  The main skills and abilities were roughly grouped under 5 headings: 1. Programming 2. Quantitative Analysis 3. Machine Learning 4. Product and Data Intuition 5. Non-technical skills  At EDSA, we address each of these areas on an iterative continuous basis! By the end of the curriculum you will have a solid foundation in which to launch your new lucrative career.  Feel free to ask questions if you would like to know more about the programme.  https://telanganatoday.com/build-careers-in-data-science",0,15,15,0,0,0,0,0,15
479,"Cape Town is continuing to grow as South Africa's ""tech hub"".  http://www.capetownetc.com/tech/amazon-expands-to-cape-town/",1,15,13,2,0,0,0,0,13
480,"Remember - it's not all about your model's accuracy. Often, we are more interested in correctly classifying observations that belong to the minority class. Examples include detecting fraudulent transactions and cancer diagnosis.  Learn more about the importance of metrics in this article.  https://towardsdatascience.com/beyond-accuracy-precision-and-recall-3da06bea9f6c",0,14,14,0,0,0,0,0,14
481,"The Explore Data Science Academy was recently featured on SABC News, with the announcement of the expansion to Johannesburg & an interview with Shaun Dippnall - the CEO of Explore and co-founder of EDSA.  What is interesting is to note that most of the people in the video think that data science is the analysis of social media data - which is true  - but that only scratches the surface of what Data Science really is! There is so much more to it.  Keep your eyes on this page to learn more about Data Science and the potential applications of it!",6,66,60,6,0,0,0,0,60
482,Welcome back to all the EDSA students! Hope you had a good holiday and are well rested.   This 4 week sprint is all about tackling the Cape Town Traffic crisis - using unsupervised learning techniques!   “Data science is about solving real-world problems using data” ~ Explore,1,34,31,3,0,0,0,0,31
483,Registrations for our 2019 intake are now open. 400 free places. Fully sponsored! Go to www.explore-datascience.net and Apply Now! https://www.bcx.co.za/project/edsa-one-year-data-science-internship/,6,34,32,2,0,0,0,0,32
484,EDSA has recently been featured on the Bizcommunity blog!   This articles touches on 4 keys parts: - The growing demand for big data analytics - The expansion to a physical location in Gauteng - Current student progress - How we mirror the workplace inside the academy  http://www.bizcommunity.com/Article/196/500/179460.html  Let us know what you think!,1,31,30,1,0,0,0,0,30
485,"Applications for the 2019 Explore Data Science Academy is live! The top 400 students will be fully sponsored, were we will help you lay the foundations of a lucrative career!  We have already received thousands of applications since our registration opened just over a week ago. Don't miss out on this amazing opportunity to future proof yourself..  Apply now: https://www.explore-datascience.net/student",2,259,258,1,0,0,0,0,258
486,"Another blog post about the AWS Summit, featuring the Explore Data Science Academy!   What an experience - be sure to check us out next year at the summit again..  https://www.iol.co.za/the-star/news/innovators-gather-at-the-awssummit-15980636",0,22,21,0,0,1,0,0,21
487,"“Our course closely mirrors the demands of the workplace. Included in the curriculum are tools such as Python, PowerBI, SQL and Scikit-learn, which are routinely required when building data science applications. We have also added job immersion and self-paced project work, which both involve team dynamics and interaction” - Shaun Dippnall  We were recently got featured on the Gadget.co.za blog!  https://gadget.co.za/sa-academy-offers-400-data-science-internships/",0,187,185,2,0,0,0,0,185
488,Our students on stage & in front of the camera at the Cape Town AWS Summit 2018...,0,36,34,2,0,0,0,0,34
489,EDSA was one of the five key announcements at the AWS Summit 2018 in Cape Town! More photos of our students coming soon...  https://www.htxt.co.za/2018/07/12/five-key-announcements-from-the-aws-summit-cape-town-2018/,0,16,16,0,0,0,0,0,16
490,We are at the AWS Summit & will be going on stage soon...,0,23,23,0,0,0,0,0,23
491,EDSA is happy to announce that in 2019 we will be taking in 400 fully sponsored students! That is 300 more than in 2018...  https://www.htxt.co.za/2018/07/09/explore-data-science-academy-announces-400-internships-for-2019/,5,31,27,2,0,2,0,0,27
492,Its time...  Applications for the 2019 Explore Data Science academy is now open!  Apply now & future proof yourself:   www.explore-datascience.net/student,3,55,55,0,0,0,0,0,55
493,"Applications for 2019 will be opening tomorrow!  For more information about the course, visit our website: https://www.explore-datascience.net/student  This photo of our stall was taken at the BCX Disrupt Summit..",3,223,223,0,0,0,0,0,223
494,"At the Explore Data Science Academy we are proud to call Amazon Web Services ""AWS"" our preferred Cloud partner!   In 2018 they sponsored our students with credits and we have purposely used AWS at the core of all our teachings to empower them to fully utilize the power of cloud computing!  Furthermore, we will have a slot to present at the AWS Summit in Cape Town on the 12th of July 2018. This summit is AWS's biggest event in Africa.  If you would like to attend the event and see us tell our story on stage, follow the link for more information:   https://aws.amazon.com/summits/cape-town/",0,199,198,0,0,1,0,0,198
496,"At the Explore Data Science Academy we do not just teach you the theoretical concepts & programming knowledge of data science- but we simulate the working environment by encouraging team work through various group projects & deliverable!  For more information, visit our website: https://www.explore-datascience.net/student  Here are some photos of the 2018 cohort at our Cape Town campus:",0,43,38,5,0,0,0,0,38
497,"2019 will see EDSA expand to SA's economic hub- Johannesburg!  ""Most banks, insurers and retailers have reached out to sponsor students for the 2019 cohort. Most of these companies are Joburg-based and are looking for Gauteng candidates who will then flow into their businesses.  Given that Johannesburg is the centre of corporate South Africa, it is critical that EDSA is where the students and sponsors are.""   - Shaun Dippnall, co-founder of Explore Data Science Academy  Link to the full article:  https://www.itweb.co.za/content/WnpNgq2AgppMVrGd",4,241,236,4,0,1,0,0,236
498,"Data Science is not only- but more than the combination of statistics, programming, industry knowledge & intuition! In essence, data science is about creating value & solving real world problems...  Here at EDSA (“EXPLORE Data Science Academy”)  we will teach you a practical framework that you can use to apply your new digital skills effectively, so that you can learn to extract value from any given dataset!   Our framework has been tried and tested on real world, practical problems.  Here is a supplementary article for you to read more on the new value creation field that is called Data Science:  https://www.cio.com/article/3285108/data-science/what-is-data-science-a-method-for-turning-data-into-value.html",0,19,16,3,0,0,0,0,16
499,"Applications for the EXPLORE Data Science Academy 2019 will be opening in one week, on the 9th of July!  Furthermore, we are happy to announce that we will be opening our second campus in the city of gold - Johannesburg!  Keep your eyes on this page for more updates...",3,142,137,5,0,0,0,0,137
500,"When I first learned to write Python code, I focussed mainly on all of the general programming concepts like loops, variable types and functions.  What I only learned later is that Python is not merely easy to read - it also comes with some great core functions which many people neglect.  Sharpen up your Python game with this great article.  https://towardsdatascience.com/python-for-data-science-8-concepts-you-may-have-forgotten-i-did-825966908393",0,5,5,0,0,0,0,0,5
501,But what do Data Scientists actually do?  https://www.offerzen.com/blog/what-data-scientists-do-at-takealot-com-zoona-jumo-and-curately,0,7,6,1,0,0,0,0,6
502,Harness the power of scripting to do all of your repetitive tasks for you!  https://codelabs.developers.google.com/codelabs/apps-script-intro/#0,0,3,3,0,0,0,0,0,3
503,https://towardsdatascience.com/how-to-build-your-own-neural-network-from-scratch-in-python-68998a08e4f6,0,4,4,0,0,0,0,0,4
504,https://hackernoon.com/train-your-machine-learning-models-on-googles-gpus-for-free-forever-a41bd309d6ad,0,1,1,0,0,0,0,0,1
505,https://business.udemy.com/blog/10-companies-with-innovative-ld-best-practices/,0,4,4,0,0,0,0,0,4
506,https://www.moneyweb.co.za/news/industry/solving-the-data-science-conundrum/,0,2,2,0,0,0,0,0,2
507,https://towardsdatascience.com/using-deep-learning-to-improve-fifa-18-graphics-529ec44ea37e,0,6,4,1,0,1,0,0,4
508,"Ever struggled to tell the difference between Will Ferrell and the drummer from the Red Hot Chili Peppers? Well, stress no more, deep learning to the rescue!  https://medium.com/@ageitgey/machine-learning-is-fun-part-4-modern-face-recognition-with-deep-learning-c3cffc121d78",0,2,1,0,0,1,0,0,1
509,https://medium.com/iotforall/the-difference-between-artificial-intelligence-machine-learning-and-deep-learning-3aa67bff5991,1,6,6,0,0,0,0,0,6
510,https://towardsdatascience.com/the-5-clustering-algorithms-data-scientists-need-to-know-a36d136ef68,0,4,3,1,0,0,0,0,3
511,https://www.youtube.com/watch?v=TnUYcTuZJpM,0,1,1,0,0,0,0,0,1
512,"“Will machines be able to turn themselves on?” was her first question. “That is the million dollar question no one is able to answer yet,” I said.  https://www.linkedin.com/pulse/teaching-kids-artificial-intelligence-boaz-lahovitsky/?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_recent_activity_details_all%3B9QnjQsV0Reqn3vaudC0Gbg%3D%3D",0,2,2,0,0,0,0,0,2
513,"Data Science for High School. Our Saturday school programme starts on the 27th May.   Future proof yourself and learn to solve tomorrow's problems, today!  Click the link below for more details.  https://explore-datascience.net/onpremise-detail?id=1",2,10,10,0,0,0,0,0,10
514,Comprehensive list of cheat sheets for all things Machine Learning and AI.  https://becominghuman.ai/cheat-sheets-for-ai-neural-networks-machine-learning-deep-learning-big-data-678c51b4b463,0,5,3,2,0,0,0,0,3
515,https://www.wired.com/story/googles-new-ai-head-is-so-smart-he-doesnt-need-ai/,0,3,3,0,0,0,0,0,3
516,https://www.cnbc.com/2018/04/17/machine-learning-investing-in-ai-next-big-thing.html,0,3,2,1,0,0,0,0,2
517,A handy guide for acing your next Data Scientist job interview.  https://towardsdatascience.com/data-science-interview-guide-4ee9f5dc778,0,2,2,0,0,0,0,0,2
518,https://www.itweb.co.za/content/VgZeyvJA6ZAqdjX9,0,17,17,0,0,0,0,0,17
519,"Before you venture too far down the deep learning rabbit hole, familiarize yourself with these 10 machine learning algorithms.  https://towardsdatascience.com/a-tour-of-the-top-10-algorithms-for-machine-learning-newbies-dde4edffae11",0,6,6,0,0,0,0,0,6
520,Have some fun with this easy introduction to machine learning.  https://medium.com/@ageitgey/machine-learning-is-fun-80ea3ec3c471,0,7,6,1,0,0,0,0,6
522,"""Convolutional neural networks are the same technology used in facial recognition software. In Spotify’s case, they’ve been modified for use on audio data instead of pixels.""  https://medium.com/s/story/spotifys-discover-weekly-how-machine-learning-finds-your-new-music-19a41ab76efe",0,5,5,0,0,0,0,0,5
523,,0,15,15,0,0,0,0,0,15
524,"""This list is a primer for non-technical people who want to understand what machine learning makes possible.""  https://machinelearnings.co/a-humans-guide-to-machine-learning-e179f43b67a0",0,14,13,1,0,0,0,0,13
525,"""The profession has grown 6.5 times since 2012 and there are more than 6,000 data scientist jobs currently listed on LinkedIn... it's also one of the best paid with a median salary of $113,000.""  http://fortune.com/2018/04/05/fastest-growing-jobs-us/",1,8,8,0,0,0,0,0,8
526,Very successful first week at the Explore Data Science Academy!!!,4,32,30,2,0,0,0,0,30
527,When to use deep learning vs normal machine learning.,0,3,3,0,0,0,0,0,3
528,Trends in Google Search over the last 5 years.,0,4,3,1,0,0,0,0,3
529,Data Science trends to look out for in 2018.,0,4,4,0,0,0,0,0,4
530,More examples of how data science is used to solve real-world problems.,0,5,4,1,0,0,0,0,4
531,Decision Trees - one of the most used machine learning algorithms.,0,5,4,1,0,0,0,0,4
532,In which areas do neural networks have the edge over us?,0,3,2,1,0,0,0,0,2
533,Relationship between machine learning and statistical learning.,0,6,5,1,0,0,0,0,5
534,Real-world issues of data science.,0,5,5,0,0,0,0,0,5
535,The data science process.,0,6,6,0,0,0,0,0,6
536,How to improve your data science skill set.,0,6,6,0,0,0,0,0,6
537,Get on the bus before it's too late.,2,9,5,4,0,0,0,0,5
538,Some advice for if you are at the start of your data science career.,0,11,10,1,0,0,0,0,10
539,"These techniques, among others, will be mastered at the academy next year.",1,15,12,3,0,0,0,0,12
540,Can data science be used to beat cancer? - opportunities and drawbacks,0,7,7,0,0,0,0,0,7
541,Do you have any of these habits?,0,3,3,0,0,0,0,0,3
542,This is the first real-world problem that the students will aim to solve next year.,0,9,7,2,0,0,0,0,7
543,Another example of AI being used to solve real-world problems.,2,7,6,1,0,0,0,0,6
544,These are the top algorithms used in predictive analytics.,0,3,3,0,0,0,0,0,3
545,"These skills - problem solving, coding and communication - will all be taught at the Explore Data Science Academy.",0,1,1,0,0,0,0,0,1
546,Data science keeps coming up as one of the best jobs around.,1,4,4,0,0,0,0,0,4
548,Tech Girl's blog about the Explore Data Science Academy.,0,1,1,0,0,0,0,0,1
549,Artificial intelligence is starting to match humans in diagnosing diseases.,0,1,1,0,0,0,0,0,1
550,A day in the life of a data scientist.,0,4,4,0,0,0,0,0,4
551,"Machine learning and deep learning are making headlines everywhere, but what exactly do the terms mean? Find out here.",0,1,1,0,0,0,0,0,1
552,Take a look at the current problems that machine learning is solving.,0,1,1,0,0,0,0,0,1
553,Do you know the answers?,1,3,3,0,0,0,0,0,3
554,"One of our co-founders, Aidan Helmbold, will be speaking about the data science academy at DataCon Africa in February 2018.",0,4,3,1,0,0,0,0,3
555,The secret is out.,0,6,5,1,0,0,0,0,5
556,Find out which role suits you best.,0,1,1,0,0,0,0,0,1
557,Get to know the most popular machine learning algorithms.,0,0,0,0,0,0,0,0,0
558,Opportunities for a data scientist will be endless.,0,3,2,1,0,0,0,0,2
559,Want to futureproof your life? Then learn to code.,0,4,3,1,0,0,0,0,3
560,You don't necessarily need an advanced degree to become a data scientist.,0,0,0,0,0,0,0,0,0
561,The demand for data scientists has just kept on growing since 2012...,0,4,4,0,0,0,0,0,4
562,Or simply just join us next year in Cape Town.,0,1,1,0,0,0,0,0,1
563,,0,0,0,0,0,0,0,0,0
564,Do you have the 5 skills required to be a machine learning engineer?,0,2,2,0,0,0,0,0,2
565,www.explore-datascience.net,6,40,38,2,0,0,0,0,38
