id,message,created_time,updated_time,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
208,"Enroll today for the CompTIA N+ Classroom Training Course! Starts 27 Feburary at R4995.00. Limited Seating, Register now! Tyger Valley Campus. Contact IT Academy on 0860 000 895/ info@it-academy.co.za for more information.",2/22/2017 16:16,2/25/2017 18:32,3,16,16,0,0,0,0,0,16
209,Network Practical - Fibre Optic Splicing at IT Academy Tyger Valley Campus. Don't miss out on our next N+ (Networking) Classroom Training starts 27 February 2017! Contact 0860 000 895 for more information.,2/16/2017 16:40,2/16/2017 16:49,0,36,35,1,0,0,0,0,35
210,"Join our N+ (Networking) Classroom Training Course - Starts 27 February 2017 - R4995.00. Enroll today! Limited seating, Don't miss out. Contact IT Academy on 0860 000 895 for more information/ info@it-academy.co.za",2/15/2017 10:37,2/15/2017 20:35,1,28,28,0,0,0,0,0,28
212,Enroll for the A+ and N+ Courses and receive the CCNA course FREE! (e-Learning) R4495.00,2/7/2017 9:59,2/19/2017 8:44,9,16,16,0,0,0,0,0,16
213,A+ Practical Classroom Training starts today! Don't miss out on the N+ Classroom Training Starting 27 February at R4995.00!  For more information contact IT Academy on 0860 000 895/ info@it-academy.co.za,1/30/2017 12:45,2/17/2017 15:42,7,38,36,2,0,0,0,0,36
214,CLASSROOM - Last chance to enroll for the IT Engineer or IT Professional Classroom Training Course! Starts 30 January 2017! Call - 0860 000 895 for more information.,1/27/2017 17:01,1/27/2017 17:01,0,5,5,0,0,0,0,0,5
215,IT Academy Student Card,1/27/2017 15:54,1/30/2017 13:07,1,14,14,0,0,0,0,0,14
216,Don't miss out on our IT Academy Classroom Training - Commencing 30 January 2017! IT Engineer Classroom - R24 000 / Mentor-Led - R12 000 (6 Months) IT Professional Classroom - R48 000 / Mentor-Led - R24 000 (1 Year) *Register for the 6 Months or 1 Year Classroom Training and receive a FREE TABLET! www.it-academy.co.za | info@it-academy.co.za | 0860 000 895,1/25/2017 12:03,1/25/2017 12:27,1,21,20,0,0,1,0,0,20
217,"Join our IT Professional Classroom Training Course and receive a FREE TABLET! Course starts 30 January 2017! Don't miss out, Enroll today!  For more information visit, http://www.it-academy.co.za/it-professional-course.asp / 0860 000 895",1/23/2017 17:04,1/24/2017 10:16,2,9,9,0,0,0,0,0,9
218,"Enroll today for the CompTIA A+ IT Technician Classroom Training Course. Starts 30 January 2017 (Tyger Valley Campus) Limited Seating!  For more information, contact IT Academy on 0860 000 895/ 021 914 1789/ info@it-academy.co.za",1/23/2017 16:02,4/5/2017 15:11,2,12,12,0,0,0,0,0,12
219,"IT Academy Classroom Training starts 30 January 2017 (Tyger Valley Campus)  Kickstart your career today, enroll for our CompTIA A+ (IT Technician) / CompTIA N+ (Networking) /  IT Professional / IT Engineer Course & More - Commencing 30 January.   *Receive a FREE TABLET when you enroll for any 6 Month or 12 Month Classroom Training Course - Don't miss out, Enroll today!",1/23/2017 10:21,1/24/2017 16:02,14,31,31,0,0,0,0,0,31
220,IT Academy 2017 Brochure  Visit www.it-academy.co.za for more information.,1/20/2017 16:22,1/20/2017 16:22,0,10,10,0,0,0,0,0,10
221,"Receive a FREE TABLET when you enroll for the 6 month IT Engineer (R24 000) or 1 Year IT Professional (R48 000) Classroom Training Courses. Limited Seating, Enroll Today!  Date: 30 January 2017 Venue: Tyger Valley Campus Contact Us: 0860 000 895 / info@it-academy.co.za www.it-academy.co.za",1/20/2017 14:04,1/20/2017 16:41,1,7,7,0,0,0,0,0,7
222,"IT Academy Classroom Training - Starts 30 Janurary 2017 - Tygervalley Campus.  A+ (IT Technician), N+ (Networking), IT Engineer, IT Professional, ITIL and more. For more information visit www.it-academy.co.za 0860 000 895 / info@it-academy.co.za",1/18/2017 9:58,1/23/2017 10:23,1,30,30,0,0,0,0,0,30
223,"Upcoming Classroom & Mentor led Training Tygervalley Campus - Commences 23 January.  (See Below)  1. IT Engineer  http://www.it-academy.co.za/it-engineer-class.asp Subjects:  CompTIA A+ (IT Technician) CompTIA N+ (Networking) CompTIA Server+ (Neutral-Vendor) CompTIA Security+ (Ethical Hacking) CCNA (Switching & Routing)  2. Network Engineer http://www.it-academy.co.za/network-engineer-class.asp Subjects: CompTIA A+ (IT Technician) CompTIA N+ (Networking) CompTIA Server+ (Neutral-Vendor) CompTIA Security+ (Ethical Hacking) CompTIA Linux+ (Open Source OS) CCNA (Switching & Routing) ITIL (Best Service Practices for IT Managers) MCSA (Server Administrator)  3. CompTIA A+ (IT Technician) http://www.it-academy.co.za/it-technician-class.asp Subjects:  CompTIA A+ 200-901 Essentials CompTIA A+ 220-902 Practical  4. CompTIA N+ (Networking) http://www.it-academy.co.za/comptia-networking-class.asp Subjects: CompTIA N+ N10-006  5. Software Development Specialist (Mentoring) http://www.it-academy.co.za/software-development-specialist-mentoring.asp MTA Software Fundamentals – 98-361 HTML5  6. End User Computer Specialist (Mentoring) http://www.it-academy.co.za/end-user-computer-mentoring.asp Subjects:  Introduction to Computers Microsoft Word Microsoft Excel Microsoft Outlook Microsoft PowerPoint Microsoft Access SharePoint for End Users  7. Security Specialist (Mentoring) http://www.it-academy.co.za/security-specialist-mentoring.asp Subjects: CompTIA A+ (IT Technician) CompTIA N+ (Networking) CompTIA Security+ (Ethical Hacking) CEH (Certified Ethical Hacker) CompTIA CAS-002 (Security Practitioner) ITIL Foundations (Best Service Practices)  8. Microsoft Database Specialist (Mentoring) http://www.it-academy.co.za/microsoft-database-mentoring.asp Subjects: MTA Database Fundamentals 70-461: Querying Microsoft SQL Server 2012 70-462: Administering Microsoft SQL Server 2012 Databases 70-463: Implementing a Data Warehouse with Microsoft SQL Server 2012 70-466 Implementing Data Models and Reports with Microsoft SQL Server 70-467 Designing Business Intelligence Solutions with Microsoft SQL Server PMI-Agile (Project Management)  9. Oracle Database Specialist (Mentoring) http://www.it-academy.co.za/oracle-database-mentoring.asp Subjects:  1Z0-061 Oracle Database 12c Administrator Certified Associate 1Z0-061 Oracle Database 12c: SQL Fundamentals 1Z0-062 - Oracle Database 12c: Installation and Administration  For more information please contact us on 0860 000 895 / 021 914 1789 / info@it-academy.co.za.   Kickstart your career, enroll today!",1/13/2017 15:01,1/13/2017 21:34,2,18,17,1,0,0,0,0,17
224,"Enroll for the IT Professional Course commencing 23 January - Tygervalley Campus.  IT Professional Subjects -  CompTIA A+ (IT Technician) CompTIA N+ (Networking) CompTIA Security+ (Ethical Hacking) CCNA (Switching & Routing) ITIL (Best Service Practices for IT Managers) MCSA (Server Administrator) MCSE (Server Expert)  Limited Seating, Enroll now! For more information contact us on 0860 000 895 / info@it-academy.",1/13/2017 14:05,1/19/2017 8:38,16,26,26,0,0,0,0,0,26
225,Follow IT Academy on Instagram! Offering the latest IT and Business related courses! https://www.instagram.com/itacademycourses/,1/11/2017 10:15,1/11/2017 10:15,0,13,13,0,0,0,0,0,13
226,Registration is open! Kickstart your career! Enroll today. www.it-academy.co.za http://www.it-academy.co.za/enrol.asp 0860 000 895.,1/10/2017 16:03,1/12/2017 19:13,2,9,9,0,0,0,0,0,9
227,"Our Festive Deals end today at 5:00pm!  Last chance to enroll for ANY Distance Learning, E-learning or Classroom Training Course and receive 15% Off!   Promo Code: ITA1216  Don't miss out! Register now, Start January 2017! www.it-academy.co.za",12/23/2016 9:33,12/23/2016 11:04,1,1,1,0,0,0,0,0,1
228,"Just 3 days to go! Don't miss out on our Annual Festive Deal! 15% Off Everything! Offer valid until 23 December!  Register now, Start January 2017. Promo Code: ITA1216.",12/20/2016 13:19,12/20/2016 13:19,0,5,5,0,0,0,0,0,5
229,"The Annual Holiday Sale!  Don't miss out! 15% Off Everything! Offer valid until 23 December! Register now, Start January 2017!   Promo Code: ITA1216.   Contact us on info@it-academy.co.za / 0219141789 / 0860000895 for more information.   Kickstart your career today! www.it-academy.co.za",12/14/2016 11:13,12/14/2016 11:13,0,4,4,0,0,0,0,0,4
230,"Don't miss out on our Annual Festive Deal! 15% Off Everything! Offer valid until 23 December! Regsiter now, Start January 2017.  Promo Code: ITA1216. Contact us on info@it-academy.co.za / 0219141789 / 0860000895 for more information. Kickstart your career today!",12/9/2016 14:40,12/13/2016 20:36,1,1,1,0,0,0,0,0,1
231,"Don't miss out on our Annual Festive Deal! 15% Off Everything! Offer valid until 23 December! Register now, Start January 2017.  Promo Code: ITA1216.   Contact us on info@it-academy.co.za / 0219141789 / 0860000895 for more information.   Kickstart your career today!",12/9/2016 13:22,12/14/2016 11:13,1,5,5,0,0,0,0,0,5
233,"Join our IT Academy Classroom Training. Enroll now, Start Janurary 2017.  Click on the following link to view our 2017 Classroom Training Timetable - http://www.it-academy.co.za/classroom-timetable.asp  Contact us on 0860 000 895/ info@it-academy.co.za for more information.",12/2/2016 10:25,12/2/2016 10:30,0,16,16,0,0,0,0,0,16
234,Online | Distance | Instructor-led Courses.  www.it-academy.co.za,11/29/2016 14:42,11/29/2016 14:56,0,54,39,14,0,1,0,0,39
235,Instructor-led / Online / Distance Learning Courses  www.it-academy.co.za,11/29/2016 14:39,11/29/2016 14:57,0,5,5,0,0,0,0,0,5
236,Registration is Open! Start now or January 2017.,11/29/2016 14:37,1/12/2017 19:21,3,7,7,0,0,0,0,0,7
237,,11/28/2016 10:58,11/28/2016 10:58,0,9,9,0,0,0,0,0,9
238,"Join our Career Day! 9-1pm  Where: Avanti Towers, B4,North Block, 35 Carl Cronje Drive, Tygerfalls, Bellville.",11/26/2016 9:33,11/26/2016 9:33,0,3,3,0,0,0,0,0,3
239,See our BLACK FRIDAY PROMOTION ending at 8pm tonight. R1000 off all Online Bundles & Distance Learning Courses.  Enroll Now!  http://www.it-academy.co.za/,11/25/2016 13:08,11/25/2016 13:08,0,4,4,0,0,0,0,0,4
240,Don't miss out on our BLACK FRIDAY SPECIAL! R1000 off ANY Online Bundle or Distance Learning Course.  Promo Code: BFITA16  25 November 2016 - 8am-8pm only.   T&Cs Apply.,11/25/2016 12:52,11/25/2016 12:52,0,4,4,0,0,0,0,0,4
241,,11/24/2016 11:59,11/24/2016 11:59,0,7,7,0,0,0,0,0,7
242,BLACK FRIDAY PROMOTION!  R1000 Off Any E-Learning (Online) Bundle or Distance Learning Course!  Offer Valid: 25 November 2016 - 8am-8pm.  Promo Code: BFITA16  T&Cs apply.,11/24/2016 9:18,11/24/2016 9:18,0,5,5,0,0,0,0,0,5
243,"Don't miss out on our ITIL Classroom Training - 28 November 2016. (Tygervalley Campus) - R3995.00. Limited Seating, Enroll now! For more information, call 0860 000 895/ info@it-academy.co.za",11/18/2016 13:13,11/18/2016 13:14,0,6,6,0,0,0,0,0,6
244,"We have released the new CCNA Version 3 at R2495.00. Enroll today!  For more Information visit, http://www.it-academy.co.za / 0860 000 895.  Enroll now, http://www.it-academy.co.za/enrol.asp",11/18/2016 13:06,11/18/2016 13:06,0,13,13,0,0,0,0,0,13
245,"CAREER DAY! Kickstart your career today! Classroom - Distance Learning - E-Learning - IT & Business Courses.  Tygervalley Campus - Avanti Towers, B4 1 North Block, 35 Carl Cronje Drive, Tygerfalls, Bellville.",11/17/2016 10:57,11/17/2016 10:58,0,7,7,0,0,0,0,0,7
246,"Kickstart your career today! Classroom -  Distance Learning - E-Learning - IT & Business Courses.  Tygervalley Campus - Avanti Towers, B4 1 North Block, 35 Carl Cronje Drive, Tygerfalls, Bellville.",11/16/2016 15:42,11/16/2016 15:42,0,8,8,0,0,0,0,0,8
247,Limited seated for ITIL Foundations Classroom training on 28 - 30 November! Enroll Now!   http://www.it-academy.co.za/enrol.asp,11/1/2016 14:25,11/11/2016 16:47,2,23,23,0,0,0,0,0,23
248,,11/1/2016 11:25,11/1/2016 11:25,0,43,43,0,0,0,0,0,43
249,"Congratulation to Ulf-Dieter Koepp, the WINNER of our Free Course Giveaway competition! We will be in contact with you shortly.   Thank you to all for participating in our competition! Keep posted for future IT Academy competitions!",10/21/2016 21:25,11/11/2016 16:50,8,29,28,1,0,0,0,0,28
250,Just ONE day to go until we announce the winner of our competition!   Don't forget to like IT Academy on Facebook as well as share the below Ad in order to stand a chance to win a free online course of your choice!  The winner will be announced by raffle at 5pm tomorrow (21st October).   T&Cs apply.,10/20/2016 9:15,10/22/2016 5:13,5,38,38,0,0,0,0,0,38
251,Just 3 days to go until we announce the winner of our competition!  Don't forget to like IT Academy on Facebook as well as share the below Ad in order to win a FREE IT Academy Online Course of your choice!,10/17/2016 16:42,10/31/2016 3:48,4,47,47,0,0,0,0,0,47
252,9 Days to go until we announce the winner of our competition!  Don't forget to LIKE IT Academy on Facebook as well as SHARE the below Ad in order to win a FREE IT Academy Online Course of your choice!,10/11/2016 11:34,1/11/2020 17:13,9,75,74,1,0,0,0,0,74
254,"Enroll with IT Academy for ITIL Foundations Classroom Training on 28 November! 3 Day Training - R3995.00 excl VAT. Limited Seating! Click on the following link to enroll, http://www.it-academy.co.za/enrol.asp (Tygervalley Campus)",10/7/2016 10:37,10/29/2016 16:53,1,22,21,0,0,0,0,1,21
255,"If you have not already, please leave your email address below to receive IT Academy's Monthly Newsletter.",9/29/2016 12:39,3/27/2017 18:21,26,16,16,0,0,0,0,0,16
256,"Join IT Academy for ITIL Foundations Classroom Training on 28 November! Contact IT Academy on info@it-academy.co.za / 0860000895 for more information. Click on the following link to enroll, http://www.it-academy.co.za/enrol.asp (Tygervalley Campus)",9/28/2016 9:48,10/27/2016 3:28,1,22,21,1,0,0,0,0,21
257,3 Seats remaning for our Microsoft Word Intermediate Class on the 28th of September - R995.00 inc VAT - Bellville Campus (Tygervalley) Enroll NOW! http://www.it-academy.co.za/enrol.asp,9/22/2016 16:20,10/24/2016 5:19,6,7,7,0,0,0,0,0,7
258,Just under ONE month to go until we announce the winner of our latest competition. Don't forget to like IT Academy on Facebook as well as share the below photo in order to stand a chance to win a FREE Online Course of your choice!   Winner will be announced on the 21st of October!  T&C's apply.   Contact IT Academy on info@it-academy.co.za / 086000895 for more information.,9/22/2016 12:08,10/28/2016 15:10,1,30,30,0,0,0,0,0,30
259,Live Chat is now available on our website! Speak to an expert today! www.it-academy.co.za,9/20/2016 12:15,10/9/2016 19:12,1,22,22,0,0,0,0,0,22
260,IT Academy 2016/2017 Brochure.,9/19/2016 13:21,10/26/2016 12:58,2,31,31,0,0,0,0,0,31
261,Microsoft Word Advanced and Microsoft Excel Advanced Classroom Training (Bellville Campus). Duration: 1 Day. Date: 28 & 29 September 2016. R995.00 each inc VAT.  Limited seating! Enroll now - http://www.it-academy.co.za/enrol.asp Contact IT Academy on 0860000895 / info@it-academy.co.za for more information.,9/14/2016 15:47,11/13/2016 14:06,1,17,17,0,0,0,0,0,17
262,Join IT Academy for Advanced Excel and Advanced Word Instructor-led classes on the 28th and 29th of September. Limited Seating! Enrol Now!  Contact IT Academy on info@it-academy.co.za / 0860000895 for more information.,9/9/2016 11:11,9/12/2016 22:26,1,22,22,0,0,0,0,0,22
263,Join IT Academy for Advanced Excel and Advanced Word Instructor-led classes end September - R995.00 inc VAT per learner per course.  Limited seating! Enquire today.   Contact info@it-academy.co.za / 0219141789 for more information.,9/7/2016 12:26,9/7/2016 12:26,0,14,14,0,0,0,0,0,14
264,"IT Academy has opened a NEW campus in Bellville. Come find us at 4B Avanti Towers, 35 Carl Cronje Avenue, Tygerfalls, Bellville.   IT Academy offers Classroom / Distance Learning / e-Learning courses.",9/7/2016 12:19,9/23/2016 22:45,1,14,14,0,0,0,0,0,14
265,IT Academy's Latest Monthly Promotion! Visit www.it-academy.co.za for more information.,9/5/2016 12:08,1/4/2017 19:13,5,26,26,0,0,0,0,0,26
266,"If you have not already, Simply like IT Academy on Facebook as well as share the below advert and stand a chance to WIN a FREE IT Academy course of your choice! Winner will be announced 21st October. T&C's apply.",8/29/2016 9:58,8/29/2016 9:58,0,80,79,1,0,0,0,0,79
267,WIN WITH IT ACADEMY! Stand a chance to win a FREE course of your choice! Simply Follow IT Academy on Facebook as well as share this advert! Winner will be announced 21st October! T&C's Apply.,8/25/2016 13:09,9/18/2016 12:29,7,69,68,1,0,0,0,0,68
268,CompTIA's Award to IT Academy.,8/24/2016 12:02,8/24/2016 12:21,1,63,63,0,0,0,0,0,63
269,How did you discover IT Academy? Please take a moment to make your selection below.     - IT Academy Team,8/4/2016 16:11,8/4/2016 16:11,0,23,23,0,0,0,0,0,23
270,"If you have not already, please follow IT Academy on Instagram for the latest updates and promotions!  @itacademycourses https://www.instagram.com/itacademycourses/  - IT Academy Team",8/4/2016 11:26,8/4/2016 11:26,0,19,19,0,0,0,0,0,19
271,3 days left of our Christmas In July Promotion! Enroll now!  CHRISTMAS IN JULY - THIS WEEK ONLY! ( 25th July - 31st July) 1. Enroll now for any 2 Online Courses of your choice and get the 3rd FREE!  OR  2. Get 15% off any Course / Bundle for this week only!  Enroll now: http://www.it-academy.co.za/enrol.asp (Terms and Conditions Apply)  - IT Academy Team,7/28/2016 12:38,7/28/2016 12:38,0,14,14,0,0,0,0,0,14
272,"CHRISTMAS IN JULY Promotion - 4 days left! Enroll now!  Enroll now, http://www.it-academy.co.za/enrol.asp  https://www.facebook.com/ITAcademySA/posts/10154400996694375  - IT Academy Team",7/27/2016 16:22,8/4/2016 11:52,1,8,8,0,0,0,0,0,8
273,"Have you completed a course with IT Academy? Please kindly write a review.   Your feedback is much appreciated.   Please click on the following link to write a review, https://www.trustpilot.com/review/it-academy.co.za  - IT Academy Team",7/26/2016 14:04,9/7/2016 21:30,5,7,6,1,0,0,0,0,6
275,CHRISTMAS IN JULY - THIS WEEK ONLY!  ( 25th July - 31st July)  1. Enroll now for any 2 Online Courses of your choice and get the 3rd FREE!   OR  2. Get 15% off any Course / Bundle for this week only!   Enroll now: http://www.it-academy.co.za/enrol.asp  (Terms and Conditions Apply)  - IT Academy Team,7/25/2016 14:15,7/25/2016 14:15,0,9,9,0,0,0,0,0,9
276,Get in touch with IT Academy! Follow us on Instagram now to view our latest promotions as well as IT and business related courses on offer!  Instagram - @itacademycourses  https://www.instagram.com/itacademycourses/  - IT Academy Team,7/25/2016 13:58,7/25/2016 14:33,0,6,6,0,0,0,0,0,6
277,Interested in IT Academy's Monthly Newsletter? Please add your email address below.   - IT Academy Team,7/22/2016 13:43,10/22/2016 1:32,13,7,7,0,0,0,0,0,7
278,Please note that we have enabled private messaging on IT Academy's Facebook Page!  Please feel free to get in contact with our team regarding any queries that you may have concerning our courses.   http://m.me/ITAcademySA  - IT Academy Team,7/21/2016 11:15,7/22/2016 13:34,1,8,8,0,0,0,0,0,8
279,"Enroll now for a FREE five day trial for any IT Academy E-learning course.  Click on the following link to enroll for a trial course, http://www.it-academy.co.za/demo.asp  Click on the following link to view our courses offered, http://www.it-academy.co.za/courses.asp  - IT Academy Team",7/21/2016 10:25,7/25/2016 12:53,1,9,9,0,0,0,0,0,9
280,Did you know - We offer 30% discount on all CompTIA and Microsoft exam vouchers for registered IT Academy learners! Internatonal exams can be written at any Pearson Vue testing centre in South Africa.  - IT Academy Team,7/20/2016 12:20,7/21/2016 10:25,1,12,12,0,0,0,0,0,12
281,"We have released the NEW CompTIA A+ Online Course at R2495.00!  Enroll here, http://www.it-academy.co.za/enrol.asp",6/28/2016 15:22,7/26/2016 15:55,9,17,17,0,0,0,0,0,17
282,Enroll now with IT Academy: http://www.it-academy.co.za/enrol.asp,6/27/2016 16:58,6/27/2016 17:02,0,13,13,0,0,0,0,0,13
283,"Please note that the CompTIA A+ 220-801 & 220-802 exams will expire end June 2016.  Should you wish to write both exams please ensure you book, write and pass before end June, alternatively you may write your CompTIA A+ 220-901 and 220-901 thereafter.  The cost per CompTIA A+ exam voucher through IT Academy is R995.00 (x 2).  Please contact us on 021 863 1325/ info@it-academy.co.za for more information.",6/27/2016 16:46,6/30/2016 13:40,2,12,12,0,0,0,0,0,12
284,Want to kickstart your IT career? Enroll today for a FREE 5 day trial! http://www.it-academy.co.za/demo.asp,5/25/2016 16:23,7/26/2016 9:41,4,24,24,0,0,0,0,0,24
285,See below list of courses/bundles currently on promotion. http://www.it-academy.co.za/courses.asp,2/22/2016 11:53,2/22/2016 11:53,0,32,32,0,0,0,0,0,32
286,Enroll now for the new CompTIA A+ 2015 (220-901 & 220-902) E-learning Course at R2495.,2/22/2016 11:33,5/20/2016 0:20,9,33,33,0,0,0,0,0,33
287,"New Course Release at R2495.00 each,  SQL 2014 Red Hat  Server+ 2014 My SQL Oracle 12c Mobility+  Enroll now, http://www.it-academy.co.za/enrol.asp",1/20/2016 11:33,2/22/2016 19:49,3,34,34,0,0,0,0,0,34
288,"Wishing all our lecturers and students a safe, relaxing festive season.  Thank you all for your continued support.  Wishing you all a prosperous 2016.  All the best from the IT Academy Team",12/23/2015 9:41,1/12/2016 11:50,5,48,48,0,0,0,0,0,48
289,"We will remain open throughout the holiday period. Please enroll here, http://www.it-academy.co.za/enrol.asp",12/18/2015 12:43,6/24/2016 0:09,6,21,21,0,0,0,0,0,21
290,,12/7/2015 18:26,12/7/2015 18:26,0,28,28,0,0,0,0,0,28
291,http://itacademy.co.za Enroll Now - http://itacademy.co.za/enrol.asp,12/7/2015 17:43,2/7/2016 7:06,4,35,35,0,0,0,0,0,35
292,"If you would like to receive IT Academy's monthly newsletter, please leave your email address below.",12/3/2015 18:03,9/24/2016 14:18,65,17,17,0,0,0,0,0,17
293,IT Academy's Latest Promotions,12/3/2015 17:59,1/13/2016 10:07,2,35,35,0,0,0,0,0,35
294,Enroll Now - Start January 2016!  http://www.it-academy.co.za/enrol.asp,12/3/2015 17:24,12/22/2015 20:42,2,12,12,0,0,0,0,0,12
296,"Enroll now for our A+ and N+ Online Bundle at R4495. Kickstart your career today! Please click on the following link to enroll, http://www.it-academy.co.za/enrol.asp",8/20/2015 11:49,10/29/2017 12:30,17,29,29,0,0,0,0,0,29
297,We have made enrolling a whole lot easier. Please click on the above link 'Sign Up' to enrol now. Kick start your IT Career with a click of a button!,6/8/2015 16:52,7/9/2016 18:23,52,85,85,0,0,0,0,0,85
298,IT Academy Promo!  Please download for higher resolution.,6/8/2015 14:55,6/13/2016 10:42,14,65,65,0,0,0,0,0,65
299,Enroll for our IT Technician Course at R1995.00!,3/12/2015 10:45,2/7/2017 14:48,104,155,155,0,0,0,0,0,155
300,Enrol now for the MCSE 2012 course and recieve an Exchange Server and SQL course free!  Offer is limited. Enrol now!,3/12/2015 10:42,11/19/2015 19:02,35,53,53,0,0,0,0,0,53
301,"Registration is NOW OPEN! Enroll now, start January!",12/8/2014 16:33,12/9/2015 9:28,145,166,166,0,0,0,0,0,166
302,"Follow us on Instagram! http://instagram.com/itacademycourses  COMPETITION:  First 5000 followers will stand a chance to win a course of their choice! Follow us on Instagram (http://instagram.com/itacademycourses), take a snapshot, post it on your Instagram page and tag @itacademycourses. Winner will be announced once we've reached 5000 followers.  - IT Academy Team",10/8/2014 15:03,3/13/2015 19:00,63,204,204,0,0,0,0,0,204
303,Enrol today and experience the world's most popular E-Learning platform! http://www.it-academy.co.za/enrol.asp,8/11/2014 14:10,3/11/2016 17:47,27,68,68,0,0,0,0,0,68
304,Kick start your career today! Enroll for the A+ (IT Technician) online course at R1995.,8/4/2014 10:37,1/31/2016 21:36,86,133,133,0,0,0,0,0,133
305,Enrol now for the MCSA 2012 E-learning (Online) Course at R3995.,6/13/2014 13:11,4/14/2015 4:38,63,91,91,0,0,0,0,0,91
306,March Promotions end today! Enrol now!! http://www.it-academy.co.za/enrol.asp,3/31/2014 11:53,11/6/2015 23:18,112,157,157,0,0,0,0,0,157
307,"You will need a computer and an internet connection in order to study our courses, courses are coupled with 24/7 advanced mentoring for a 12 month subscription!",3/14/2014 11:02,7/23/2015 18:25,66,131,131,0,0,0,0,0,131
308,"March Promotion Price list:  (Estimated duration per each course - 20 hours)  CompTIA A+ 2012 - R1995  CompTIA Bundle (A+, N+, Server+,Security+ and Linux+) -   R5495  Technical Bundle - R6495  Web & Graphics Bundle - R5495  A+ N+ CCNA Bundle - R3995  Cisco Bundle - R4995  A+ N+ MCITP 2008 & MCSA 2012 - R7995  Business Skills Development Bundle - R3995  A+ N+ MCSA 2012 - R5995  MCSA 2012 - R3995  IT Engineer Bundle - R5495  Software Development Bundle - R5995  Security Bundle - R5995  Office 2013 Bundle - R3995  Microsoft Bundle - R6495  A+ N+ Microsoft Bundle - R7995  IT Professional - R9995  * Technical or Microsoft Bundle & New Laptop (Dell, Lenovo, HP) - R9995  For more information please visit our website http://www.it-academy.co.za  To enroll for a course, please click on the following link http://www.it-academy.co.za/enrol.asp",3/7/2014 17:33,7/18/2015 18:47,49,113,113,0,0,0,0,0,113
309,IT Engineer and Network Engineer Instructor-led classes start 27 January in our Paarl branch. Limited seats! Enrol now!,1/21/2014 11:00,7/16/2015 21:19,91,93,93,0,0,0,0,0,93
310,"We are back online, www.it-academy.co.za Apologies for the inconvenience.",1/16/2014 15:52,8/13/2014 20:26,13,52,52,0,0,0,0,0,52
311,"To enrol for a course click here, http://computercourse.co.za/enrol.php",1/16/2014 10:50,2/25/2015 17:51,58,58,58,0,0,0,0,0,58
312,"We will notify you as soon as our website is up and running, sorry for the inconvenience.",1/15/2014 13:32,12/18/2015 8:29,21,32,32,0,0,0,0,0,32
313,You DO NOT need to be based in Cape Town in order to enrol for IT Academy’s Online courses.  IT Academy has over 2300 learners nationwide. Our learners can be situated anywhere in South Africa. Enrol with us today to kickstart your IT career!,1/15/2014 12:59,12/8/2015 3:55,43,78,78,0,0,0,0,0,78
314,"Registration open, enrol today! http://www.it-academy.co.za/enrol.asp",1/6/2014 11:57,10/17/2015 20:32,45,53,53,0,0,0,0,0,53
315,Happy Holidays! IT Academy wishes you and your loved ones joy and happiness. All the best for 2014!   - IT Academy Team,12/24/2013 13:30,8/8/2014 14:42,11,75,75,0,0,0,0,0,75
317,"We are based in Cape Town however most of our 2300 learners are based in JHB. Don't delay, enrol for 2014 now!",12/6/2013 14:43,10/16/2014 1:43,26,33,33,0,0,0,0,0,33
318,ENROL now start January 2014! http://www.it-academy.co.za/enrol.asp,12/2/2013 11:56,12/13/2014 9:33,14,27,27,0,0,0,0,0,27
319,"IT Engineer, Network Engineer, ICDL and IT Technician Instructor-led classes start on the 27th January 2014 in Paarl. Seats are limited enrol now!",11/20/2013 12:12,11/16/2014 16:43,46,48,48,0,0,0,0,0,48
320,2014 Brochure,11/14/2013 11:00,11/5/2015 7:24,26,47,47,0,0,0,0,0,47
321,2014 Brochure,11/14/2013 10:58,7/7/2015 22:06,4,35,35,0,0,0,0,0,35
322,Registrations are open for 2014. Enrol now! http://www.it-academy.co.za/enrol.asp,11/12/2013 11:22,6/11/2014 22:17,18,19,19,0,0,0,0,0,19
323,"Check out our most popular bundles:  CompTIA Bundle Cisco Bundle Technical Bundle Microsoft Bundle  A+, N+, MCSA 2008 & MCSE 2012 Bundle",9/18/2013 12:34,2/25/2015 22:35,35,52,52,0,0,0,0,0,52
324,FREE 24/7 Advanced Instant Mentoring coupled with E-learning courses!,9/12/2013 12:02,10/9/2014 20:35,13,24,24,0,0,0,0,0,24
325,Did you know we offer the Project Management Fifth Edition Course,9/12/2013 11:01,12/9/2014 20:10,27,25,25,0,0,0,0,0,25
326,Enrol with IT Academy today and receive FREE exam preps from CertMagic and TroyTec!,9/11/2013 12:56,12/9/2014 20:07,15,46,46,0,0,0,0,0,46
327,Bundle Promotions for the month of September:   CompTIA A+ 2012 - R1995 A+ N+ CCNA - R3995 Security Bundle - R5995 CompTIA Bundle - R5495 Cisco Bundle - R4995 Technical Bundle - R6495 Microsoft Bundle - R6495 MCSA 2008 or MCSA 2012 - R3995 IT Engineer - R5495 Web & Graphics - R5495 Project Management - R1995 Software Development Bundle - R5995,9/4/2013 12:41,4/26/2015 7:11,104,72,72,0,0,0,0,0,72
